"type","id","created","modified","created_by_ref","object_marking_refs","name","description","x_mitre_version","x_mitre_data_source_ref","spec_version","x_mitre_attack_spec_version","x_mitre_domains","x_mitre_modified_by_ref"
"x-mitre-data-component","x-mitre-data-component--dad75cc7-5bae-4175-adb4-ca1962d8650e","2021-10-20T15:05:19.275094Z","2021-10-20T15:05:19.275094Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Volume Creation","Initial construction of a cloud volume (ex: AWS create-volume)","1.0","x-mitre-data-source--b0b6d26f-3747-4444-ac7a-239a6ff80cb5","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--d46272ce-a0fe-4256-855e-738de7bb63ee","2021-10-20T15:05:19.275118Z","2021-10-20T15:05:19.275118Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Volume Modification","Changes made to a cloud volume, including its settings and control data (ex: AWS modify-volume)","1.0","x-mitre-data-source--b0b6d26f-3747-4444-ac7a-239a6ff80cb5","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--3acecdde-c327-4498-9bb8-33a2e63c6c57","2021-10-20T15:05:19.275140Z","2021-10-20T15:05:19.275140Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Volume Deletion","Removal of a a cloud volume (ex: AWS delete-volume)","1.0","x-mitre-data-source--b0b6d26f-3747-4444-ac7a-239a6ff80cb5","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--0f72bf50-35b3-419d-ab95-70f9b6a818dd","2021-10-20T15:05:19.275161Z","2021-10-20T15:05:19.275161Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Volume Metadata","Contextual data about a cloud volume and activity around it, such as id, type, state, and size","1.0","x-mitre-data-source--b0b6d26f-3747-4444-ac7a-239a6ff80cb5","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--ec225357-8197-47a4-a9cd-57741d592877","2021-10-20T15:05:19.275181Z","2021-10-20T15:05:19.275181Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Volume Enumeration","An extracted list of available volumes within a cloud environment (ex: AWS describe-volumes)","1.0","x-mitre-data-source--b0b6d26f-3747-4444-ac7a-239a6ff80cb5","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--1067aa74-5796-4d9b-b4f1-a4c9eb6fd9da","2021-10-20T15:05:19.275230Z","2021-10-20T15:05:19.275230Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Response Metadata","Contextual data about an Internet-facing resource gathered from a scan, such as running services or ports","1.0","x-mitre-data-source--38fe306c-bdec-4f3d-8521-b72dd32dbd17","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--0dcbbf4f-929c-489a-b66b-9b820d3f7f0e","2021-10-20T15:05:19.275251Z","2021-10-20T15:05:19.275251Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Response Content","Logged network traffic in response to a scan showing both protocol header and body values","1.0","x-mitre-data-source--38fe306c-bdec-4f3d-8521-b72dd32dbd17","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--8d8c7cac-94cf-4726-8989-cab33851168c","2021-10-20T15:05:19.275303Z","2021-10-20T15:05:19.275303Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Group Metadata","Contextual data about a group which describes group and activity around it, such as name, permissions, or user accounts within the group","1.0","x-mitre-data-source--3c07684f-3794-4536-8f70-21efe700c0ec","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--8e44412e-3238-4d64-8878-4f11e27784fe","2021-10-20T15:05:19.275365Z","2021-10-20T15:05:19.275365Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Group Enumeration","An extracted list of available groups and/or their associated settings (ex: AWS list-groups)","1.0","x-mitre-data-source--3c07684f-3794-4536-8f70-21efe700c0ec","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--05d5b5b4-ef93-4807-b05f-33d8c5a35bc5","2021-10-20T15:05:19.275385Z","2021-10-20T15:05:19.275385Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Group Modification","Changes made to a group, such as membership, name, or permissions (ex: Windows EID 4728 or 4732, AWS IAM UpdateGroup)","1.0","x-mitre-data-source--3c07684f-3794-4536-8f70-21efe700c0ec","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--1dad5aa4-4bb5-45e4-9e42-55d40003cfa6","2021-10-20T15:05:19.275437Z","2021-10-20T15:05:19.275437Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Certificate Registration","Queried or logged information highlighting current and expired digital certificates (ex: Certificate transparency)","1.0","x-mitre-data-source--29aa4e0e-4a26-4f79-a9bc-1ae66df1c923","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--cc150ad8-ecfa-4340-9aaa-d21165873bd4","2021-10-20T15:05:19.275489Z","2021-10-20T15:05:19.275489Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Passive DNS","Logged domain name system (DNS) data highlighting timelines of domain to IP address resolutions (ex: passive DNS)","1.0","x-mitre-data-source--dd75f457-8dc0-4a24-9ae5-4b61c33af866","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--2e521444-7295-4dec-96c1-7595b2df7811","2021-10-20T15:05:19.275511Z","2021-10-20T15:05:19.275511Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Active DNS","Queried domain name system (DNS) registry data highlighting current domain to IP address resolutions (ex: dig/nslookup queries)","1.0","x-mitre-data-source--dd75f457-8dc0-4a24-9ae5-4b61c33af866","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--ff9b665a-598b-4bcb-8b2a-a87566aa1256","2021-10-20T15:05:19.275531Z","2021-10-20T15:05:19.275531Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Domain Registration","Information about domain name assignments and other domain metadata (ex: WHOIS)","1.0","x-mitre-data-source--dd75f457-8dc0-4a24-9ae5-4b61c33af866","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
