"type","id","created","modified","mitre_attack_id","created_by_ref","relationship_type","source_ref","target_ref","object_marking_refs","spec_version","x_mitre_attack_spec_version","x_mitre_domains","x_mitre_modified_by_ref","x_mitre_version","description","external_references"
"relationship","relationship--284ffb1b-ad42-468e-9897-94c25024f0d4","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","malware--fb575479-14ef-41e9-bfab-0b7cf10bec73","attack-pattern--9422fc14-1c43-410d-ab0f-a709b76c72dc","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","ADVSTORESHELL achieves persistence by adding itself to the `HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run` Registry key.","[{'source_name': 'Kaspersky Sofacy', 'description': ""Kaspersky Lab's Global Research and Analysis Team. (2015, December 4). Sofacy APT hits high profile targets with updated toolset. Retrieved December 10, 2015."", 'url': 'https://securelist.com/sofacy-apt-hits-high-profile-targets-with-updated-toolset/72924/'}, {'source_name': 'ESET Sednit Part 2', 'description': 'ESET. (2016, October). En Route with Sednit - Part 2: Observing the Comings and Goings. Retrieved November 21, 2016.', 'url': 'http://www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf'}, {'source_name': 'Bitdefender APT28 Dec 2015', 'description': 'Bitdefender. (2015, December). APT28 Under the Scope. Retrieved February 23, 2017.'}]"
"relationship","relationship--0d328be7-85d2-4558-a4e3-cc5ce8bc7e2e","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","malware--fb575479-14ef-41e9-bfab-0b7cf10bec73","attack-pattern--bb5a00de-e086-4859-a231-fa793f6797e2","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","ADVSTORESHELL can perform keylogging.","[{'source_name': 'ESET Sednit Part 2', 'description': 'ESET. (2016, October). En Route with Sednit - Part 2: Observing the Comings and Goings. Retrieved November 21, 2016.', 'url': 'http://www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf'}, {'source_name': 'Bitdefender APT28 Dec 2015', 'description': 'Bitdefender. (2015, December). APT28 Under the Scope. Retrieved February 23, 2017.'}]"
"relationship","relationship--7105ecea-8da8-4723-b717-ae9c3152cfdd","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","malware--fb575479-14ef-41e9-bfab-0b7cf10bec73","attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","ADVSTORESHELL can list files and directories.","[{'source_name': 'ESET Sednit Part 2', 'description': 'ESET. (2016, October). En Route with Sednit - Part 2: Observing the Comings and Goings. Retrieved November 21, 2016.', 'url': 'http://www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf'}, {'source_name': 'Bitdefender APT28 Dec 2015', 'description': 'Bitdefender. (2015, December). APT28 Under the Scope. Retrieved February 23, 2017.'}]"
"relationship","relationship--53cc6b0b-66ec-4f7d-a725-f65b076b5428","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","malware--fb575479-14ef-41e9-bfab-0b7cf10bec73","attack-pattern--56fca983-1cf1-4fd1-bda0-5e170a37ab59","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","ADVSTORESHELL can delete files and directories.","[{'source_name': 'ESET Sednit Part 2', 'description': 'ESET. (2016, October). En Route with Sednit - Part 2: Observing the Comings and Goings. Retrieved November 21, 2016.', 'url': 'http://www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf'}]"
"relationship","relationship--9f496c45-eac5-464f-858b-ef481f2f37ff","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","malware--fb575479-14ef-41e9-bfab-0b7cf10bec73","attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","ADVSTORESHELL can enumerate registry keys.","[{'source_name': 'ESET Sednit Part 2', 'description': 'ESET. (2016, October). En Route with Sednit - Part 2: Observing the Comings and Goings. Retrieved November 21, 2016.', 'url': 'http://www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf'}, {'source_name': 'Bitdefender APT28 Dec 2015', 'description': 'Bitdefender. (2015, December). APT28 Under the Scope. Retrieved February 23, 2017.'}]"
"relationship","relationship--66819f02-7a22-4f21-8e4f-df24969e5567","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","malware--fb575479-14ef-41e9-bfab-0b7cf10bec73","attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","ADVSTORESHELL can list running processes.","[{'source_name': 'ESET Sednit Part 2', 'description': 'ESET. (2016, October). En Route with Sednit - Part 2: Observing the Comings and Goings. Retrieved November 21, 2016.', 'url': 'http://www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf'}]"
"relationship","relationship--6f448f20-0349-4132-80ec-d46e94d52426","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","malware--fb575479-14ef-41e9-bfab-0b7cf10bec73","attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","ADVSTORESHELL can create a remote shell and run a given command.","[{'source_name': 'ESET Sednit Part 2', 'description': 'ESET. (2016, October). En Route with Sednit - Part 2: Observing the Comings and Goings. Retrieved November 21, 2016.', 'url': 'http://www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf'}, {'source_name': 'Bitdefender APT28 Dec 2015', 'description': 'Bitdefender. (2015, December). APT28 Under the Scope. Retrieved February 23, 2017.'}]"
"relationship","relationship--a0f1273a-e422-4801-a911-e7cb223ebea2","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","malware--fb575479-14ef-41e9-bfab-0b7cf10bec73","attack-pattern--348f1eef-964b-4eb6-bb53-69b3dcb0c643","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","ADVSTORESHELL can list connected devices.","[{'source_name': 'ESET Sednit Part 2', 'description': 'ESET. (2016, October). En Route with Sednit - Part 2: Observing the Comings and Goings. Retrieved November 21, 2016.', 'url': 'http://www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf'}]"
"relationship","relationship--090a553a-b863-4214-aa3b-cf8ea7ba2d68","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","malware--fb575479-14ef-41e9-bfab-0b7cf10bec73","attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","ADVSTORESHELL can run Systeminfo to gather information about the victim.","[{'source_name': 'ESET Sednit Part 2', 'description': 'ESET. (2016, October). En Route with Sednit - Part 2: Observing the Comings and Goings. Retrieved November 21, 2016.', 'url': 'http://www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf'}, {'source_name': 'Bitdefender APT28 Dec 2015', 'description': 'Bitdefender. (2015, December). APT28 Under the Scope. Retrieved February 23, 2017.'}]"
"relationship","relationship--5d397a8d-2195-440d-a0f5-bbf6c3e8f6e4","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","malware--fb575479-14ef-41e9-bfab-0b7cf10bec73","attack-pattern--7dd95ff6-712e-4056-9626-312ea4ab4c5e","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","ADVSTORESHELL stores output from command execution in a .dat file in the %TEMP% directory.","[{'source_name': 'ESET Sednit Part 2', 'description': 'ESET. (2016, October). En Route with Sednit - Part 2: Observing the Comings and Goings. Retrieved November 21, 2016.', 'url': 'http://www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf'}]"
"relationship","relationship--c0e78590-0266-43e0-8fb5-efd95556c20c","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","malware--fb575479-14ef-41e9-bfab-0b7cf10bec73","attack-pattern--b9f5dbe2-4c55-4fc5-af2e-d42c1d182ec4","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","ADVSTORESHELL compresses output data generated by command execution with a custom implementation of the Lempel–Ziv–Welch (LZW) algorithm.","[{'source_name': 'ESET Sednit Part 2', 'description': 'ESET. (2016, October). En Route with Sednit - Part 2: Observing the Comings and Goings. Retrieved November 21, 2016.', 'url': 'http://www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf'}]"
"relationship","relationship--2a8f0313-4059-42b9-b487-6c8f860588c0","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","malware--fb575479-14ef-41e9-bfab-0b7cf10bec73","attack-pattern--d54416bd-0803-41ca-870a-ce1af7c05638","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","ADVSTORESHELL encrypts with the 3DES algorithm and a hardcoded key prior to exfiltration.","[{'source_name': 'ESET Sednit Part 2', 'description': 'ESET. (2016, October). En Route with Sednit - Part 2: Observing the Comings and Goings. Retrieved November 21, 2016.', 'url': 'http://www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf'}]"
"relationship","relationship--5eb253cb-2e81-4f51-bd0e-d1734283491c","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","malware--fb575479-14ef-41e9-bfab-0b7cf10bec73","attack-pattern--4eeaf8a9-c86b-4954-a663-9555fb406466","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","ADVSTORESHELL collects, compresses, encrypts, and exfiltrates data to the C2 server every 10 minutes.","[{'source_name': 'ESET Sednit Part 2', 'description': 'ESET. (2016, October). En Route with Sednit - Part 2: Observing the Comings and Goings. Retrieved November 21, 2016.', 'url': 'http://www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf'}]"
"relationship","relationship--d8abe157-f6cd-4959-b9d5-e0c87d16bcfe","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","malware--fb575479-14ef-41e9-bfab-0b7cf10bec73","attack-pattern--92d7da27-2d91-488e-a00c-059dc162766d","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","ADVSTORESHELL exfiltrates data over the same channel used for C2.","[{'source_name': 'ESET Sednit Part 2', 'description': 'ESET. (2016, October). En Route with Sednit - Part 2: Observing the Comings and Goings. Retrieved November 21, 2016.', 'url': 'http://www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf'}]"
"relationship","relationship--075e7d33-8d5c-4016-9a24-dc6e61f56fcd","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","malware--fb575479-14ef-41e9-bfab-0b7cf10bec73","attack-pattern--9b52fca7-1a36-4da0-b62d-da5bd83b4d69","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","Some variants of ADVSTORESHELL achieve persistence by registering the payload as a Shell Icon Overlay handler COM object.","[{'source_name': 'ESET Sednit Part 2', 'description': 'ESET. (2016, October). En Route with Sednit - Part 2: Observing the Comings and Goings. Retrieved November 21, 2016.', 'url': 'http://www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf'}]"
"relationship","relationship--12904c83-67ad-430f-96ae-20e9081c2b5d","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","malware--fb575479-14ef-41e9-bfab-0b7cf10bec73","attack-pattern--62b8c999-dcc0-4755-bd69-09442d9359f5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","ADVSTORESHELL has used rundll32.exe in a Registry value to establish persistence.","[{'source_name': 'Bitdefender APT28 Dec 2015', 'description': 'Bitdefender. (2015, December). APT28 Under the Scope. Retrieved February 23, 2017.'}]"
"relationship","relationship--a71256aa-a2e3-447c-ba4e-004ba4f062b2","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","malware--fb575479-14ef-41e9-bfab-0b7cf10bec73","attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","ADVSTORESHELL is capable of setting and deleting Registry values.","[{'source_name': 'Bitdefender APT28 Dec 2015', 'description': 'Bitdefender. (2015, December). APT28 Under the Scope. Retrieved February 23, 2017.'}]"
"relationship","relationship--cc2099fb-4785-4884-b274-4f3e8a3b8d99","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","malware--fb575479-14ef-41e9-bfab-0b7cf10bec73","attack-pattern--391d824f-0ef1-47a0-b0ee-c59a75e27670","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","ADVSTORESHELL is capable of starting a process using CreateProcess.","[{'source_name': 'Bitdefender APT28 Dec 2015', 'description': 'Bitdefender. (2015, December). APT28 Under the Scope. Retrieved February 23, 2017.'}]"
"relationship","relationship--85a92b0f-f8c3-41a9-a1b3-cfbf8b442b39","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","malware--fb575479-14ef-41e9-bfab-0b7cf10bec73","attack-pattern--4b74a1d4-b0e9-4ef1-93f1-14ecc6e2f5b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","A variant of ADVSTORESHELL encrypts some C2 with 3DES and RSA.","[{'source_name': 'Bitdefender APT28 Dec 2015', 'description': 'Bitdefender. (2015, December). APT28 Under the Scope. Retrieved February 23, 2017.'}]"
"relationship","relationship--d3c8d1a9-9413-4633-9cbf-4bc34bb5054d","2018-01-16T16:13:52.465Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","malware--fb575479-14ef-41e9-bfab-0b7cf10bec73","attack-pattern--f879d51c-5476-431c-aedf-f14d207e4d1e","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","A variant of ADVSTORESHELL attempts communication to the C2 server over HTTP on port 443.","[{'source_name': 'Bitdefender APT28 Dec 2015', 'description': 'Bitdefender. (2015, December). APT28 Under the Scope. Retrieved February 23, 2017.'}]"
"relationship","relationship--660d09ce-8722-42b3-8503-911dff37bf22","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","malware--56f46b17-8cfa-46c0-b501-dd52fef394e2","attack-pattern--c16e5409-ee53-4d79-afdc-4099dc9292df","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","ASPXSpy is a Web shell.Threat Group-3390 has been deployed to accessible servers running Internet Information Services (IIS).","[{'source_name': 'Dell TG-3390', 'description': 'Dell SecureWorks Counter Threat Unit Threat Intelligence. (2015, August 5). Threat Group-3390 Targets Organizations for Cyberespionage. Retrieved January 25, 2016.', 'url': 'http://www.secureworks.com/cyber-threat-intelligence/threats/threat-group-3390-targets-organizations-for-cyberespionage/'}]"
"relationship","relationship--7f3c015e-d95d-4d35-a583-236134464554","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","malware--40d3e230-ed32-469f-ba89-be70cc08ab39","attack-pattern--3b744087-9945-4a6f-91e8-9dbceda417a4","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","Agent.btz drops itself onto removable media devices and creates an autorun.inf file with an instruction to run that file. When the device is inserted into another system, it opens autorun.inf and loads the malware.","[{'source_name': 'ThreatExpert Agent.btz', 'description': 'Shevchenko, S.. (2008, November 30). Agent.btz - A Threat That Hit Pentagon. Retrieved April 8, 2016.', 'url': 'http://blog.threatexpert.com/2008/11/agentbtz-threat-that-hit-pentagon.html'}]"
"relationship","relationship--8b96fb11-8b54-4bed-9e6c-cd93b29c5c20","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","malware--40d3e230-ed32-469f-ba89-be70cc08ab39","attack-pattern--e6415f09-df0e-48de-9aba-928c902b7549","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","Agent.btz creates a file named thumb.dd on all USB flash drives connected to the victim. This file contains information about the infected system and activity logs.","[{'source_name': 'Securelist Agent.btz', 'description': 'Gostev, A.. (2014, March 12). Agent.btz: a Source of Inspiration?. Retrieved April 8, 2016.', 'url': 'https://securelist.com/agent-btz-a-source-of-inspiration/58551/'}]"
"relationship","relationship--fcc12c1f-1a46-49f4-a872-99cb97968bf0","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","malware--40d3e230-ed32-469f-ba89-be70cc08ab39","attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","Agent.btz attempts to download an encrypted binary from a specified domain.","[{'source_name': 'ThreatExpert Agent.btz', 'description': 'Shevchenko, S.. (2008, November 30). Agent.btz - A Threat That Hit Pentagon. Retrieved April 8, 2016.', 'url': 'http://blog.threatexpert.com/2008/11/agentbtz-threat-that-hit-pentagon.html'}]"
"relationship","relationship--f4c6cb3f-b24c-4a1e-9bba-7b129b89a17a","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","malware--40d3e230-ed32-469f-ba89-be70cc08ab39","attack-pattern--d54416bd-0803-41ca-870a-ce1af7c05638","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","Agent.btz saves system information into an XML file that is then XOR-encoded.","[{'source_name': 'ThreatExpert Agent.btz', 'description': 'Shevchenko, S.. (2008, November 30). Agent.btz - A Threat That Hit Pentagon. Retrieved April 8, 2016.', 'url': 'http://blog.threatexpert.com/2008/11/agentbtz-threat-that-hit-pentagon.html'}]"
"relationship","relationship--6c71a59f-05e6-44cc-ace5-33200e1f0846","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","malware--40d3e230-ed32-469f-ba89-be70cc08ab39","attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","Agent.btz obtains the victim username and saves it to a file.","[{'source_name': 'ThreatExpert Agent.btz', 'description': 'Shevchenko, S.. (2008, November 30). Agent.btz - A Threat That Hit Pentagon. Retrieved April 8, 2016.', 'url': 'http://blog.threatexpert.com/2008/11/agentbtz-threat-that-hit-pentagon.html'}]"
"relationship","relationship--dc187ed1-3987-4575-b1af-dc150e4329f8","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","malware--40d3e230-ed32-469f-ba89-be70cc08ab39","attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","Agent.btz collects the network adapter’s IP and MAC address as well as IP addresses of the network adapter’s default gateway, primary/secondary WINS, DHCP, and DNS servers, and saves them into a log file.","[{'source_name': 'ThreatExpert Agent.btz', 'description': 'Shevchenko, S.. (2008, November 30). Agent.btz - A Threat That Hit Pentagon. Retrieved April 8, 2016.', 'url': 'http://blog.threatexpert.com/2008/11/agentbtz-threat-that-hit-pentagon.html'}]"
"relationship","relationship--d4fd461f-fc58-4060-aed4-cebe64f249b9","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","tool--30489451-5886-4c46-90c9-0dff9adc5252","attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","Arp can be used to display ARP configuration information on the host.",""
"relationship","relationship--3de749e5-353a-4bdc-8951-9e0fa387bc70","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","malware--f5352566-1a64-49ac-8f7f-97e1d1a03300","attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","AutoIt backdoor is capable of identifying documents on the victim with the following extensions: .doc; .pdf, .csv, .ppt, .docx, .pst, .xls, .xlsx, .pptx, and .jpeg.","[{'source_name': 'Forcepoint Monsoon', 'description': 'Settle, A., et al. (2016, August 8). MONSOON - Analysis Of An APT Campaign. Retrieved September 22, 2016.', 'url': 'https://www.forcepoint.com/sites/default/files/resources/files/forcepoint-security-labs-monsoon-analysis-report.pdf'}]"
"relationship","relationship--5cd8b8a9-fd11-4405-8369-b12398b94def","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","malware--f5352566-1a64-49ac-8f7f-97e1d1a03300","attack-pattern--ca1a3f50-5ebd-41f8-8320-2c7d6a6e88be","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","AutoIt backdoor attempts to escalate privileges by bypassing User Access Control.","[{'source_name': 'Forcepoint Monsoon', 'description': 'Settle, A., et al. (2016, August 8). MONSOON - Analysis Of An APT Campaign. Retrieved September 22, 2016.', 'url': 'https://www.forcepoint.com/sites/default/files/resources/files/forcepoint-security-labs-monsoon-analysis-report.pdf'}]"
"relationship","relationship--801f139f-1361-4d79-965e-078787f8ec36","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","malware--f5352566-1a64-49ac-8f7f-97e1d1a03300","attack-pattern--cc7b8c4e-9be0-47ca-b0bb-83915ec3ee2f","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","AutoIt backdoor has sent a C2 response that was base64-encoded.","[{'source_name': 'Forcepoint Monsoon', 'description': 'Settle, A., et al. (2016, August 8). MONSOON - Analysis Of An APT Campaign. Retrieved September 22, 2016.', 'url': 'https://www.forcepoint.com/sites/default/files/resources/files/forcepoint-security-labs-monsoon-analysis-report.pdf'}]"
"relationship","relationship--e47397b7-b3c7-4919-ac5e-1f3266ef97e3","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","malware--f5352566-1a64-49ac-8f7f-97e1d1a03300","attack-pattern--f4882e23-8aa7-4b12-b28a-b349c12ee9e0","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","AutoIt backdoor downloads a PowerShell script that decodes to a typical shellcode loader.","[{'source_name': 'Forcepoint Monsoon', 'description': 'Settle, A., et al. (2016, August 8). MONSOON - Analysis Of An APT Campaign. Retrieved September 22, 2016.', 'url': 'https://www.forcepoint.com/sites/default/files/resources/files/forcepoint-security-labs-monsoon-analysis-report.pdf'}]"
